0.685305,-0.00430481,0.29,0,0,0,1,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6
0.710305,-0.00430481,0.29,0,0,0,1,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6
0.735305,-0.00430481,0.29,0,0,0,1,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6
0.760305,-0.00430481,0.29,0,0,0,1,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6
0.785305,-0.00430481,0.29,0,0,0,1,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6
0.810305,-0.00430481,0.29,0,0,0,1,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6
0.835305,-0.00430481,0.29,0,0,0,1,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6
0.860305,-0.00430481,0.29,0,0,0,1,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6
0.885305,-0.00430481,0.29,0,0,0,1,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6
0.910305,-0.00430481,0.29,0,0,0,1,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6
0.935305,-0.00430481,0.29,0,0,0,1,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6
0.960305,-0.00430481,0.29,0,0,0,1,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6
0.985305,-0.00430481,0.29,0,0,0,1,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6
1.01031,-0.00430481,0.29,0,0,0,1,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6
1.03531,-0.00430481,0.29,0,0,0,1,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6
1.06031,-0.00430481,0.29,0,0,0,1,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6
1.08531,-0.00430481,0.29,0,0,0,1,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6
1.11031,-0.00430481,0.29,0,0,0,1,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6
1.13531,-0.00430481,0.29,0,0,0,1,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6
1.16031,-0.00430481,0.29,0,0,0,1,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6
1.18531,-0.00430481,0.29,0,0,0,1,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6,0,-0.8,1.6
